Nama_Variety,Gred,Unit,Harga_Tinggi,Harga_Purata,Harga_Rendah,Tarikh
PISANG MAS, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 6.00, 5.75, 5.50,2021-01-26
TELUR AYAM, A, BIJI, .37, .37, .37,2021-01-26
TELUR AYAM, B, BIJI, .36, .36, .36,2021-01-26
TELUR AYAM, C, BIJI, .33, .33, .33,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 2.50, 2.25, 2.00,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 8.00, 7.50, 7.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.00,2021-01-26
Pusat : KLANG, SELANGOR],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM HIDUP, F.A.Q, KILOGRAM, 6.50, 6.40, 6.30,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.80, 7.70, 7.60,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
BAWANG BESAR MERAH (IMPORT), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 17.00, 17.00, 17.00,2021-01-26
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
BELIMBING (B10), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 4.00, 3.75, 3.50,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 1.50, 1.50, 1.50,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 11.00, 11.00, 11.00,2021-01-26
CILI MERAH (IMPORT), F.A.Q, KILOGRAM, 10.00, 9.50, 9.00,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 14.00, 13.50, 13.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 12.00, 11.50, 11.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 14.00, 13.50, 13.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 16.00, 15.50, 15.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 3.50, 3.25, 3.00,2021-01-26
KELAPA DIKUPAS, BESAR, BIJI, 2.20, 2.10, 2.00,2021-01-26
KELAPA DIKUPAS, KECIL, BIJI, 2.00, 1.90, 1.80,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.50,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.50, 4.25, 4.00,2021-01-26
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 5.00, 4.75, 4.50,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 13.00, 13.00, 13.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 4.50, 4.25, 4.00,2021-01-26
TELUR AYAM, A, BIJI, .37, .37, .37,2021-01-26
TELUR AYAM, B, BIJI, .36, .36, .36,2021-01-26
TELUR AYAM, C, BIJI, .35, .35, .35,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 2.00, 2.00, 2.00,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.80, 3.80, 3.80,2021-01-26
Pusat : PETALING, SELANGOR],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.50, 7.30, 7.10,2021-01-26
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 9.50, 9.50, 9.50,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.75, 3.50,2021-01-26
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-01-26
BAWANG MERAH / KECIL (IMPORT), F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-01-26
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 13.00, 13.00, 13.00,2021-01-26
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 15.00, 14.50, 14.00,2021-01-26
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 16.00, 16.00, 16.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 6.00, 5.75, 5.50,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 1.50, 1.50, 1.50,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 12.00, 11.50, 11.00,2021-01-26
CILI MERAH (CHINA), F.A.Q, KILOGRAM, 11.00, 11.00, 11.00,2021-01-26
CILI MERAH (IMPORT), F.A.Q, KILOGRAM, 13.00, 13.00, 13.00,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 16.00, 15.50, 15.00,2021-01-26
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 11.00, 10.50, 10.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 11.00, 11.00, 11.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 15.00, 14.50, 14.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 20.00, 20.00, 20.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 20.00, 20.00, 20.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 7.00, 6.50, 6.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 5.00, 4.75, 4.50,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.50,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 2.80, 2.80, 2.80,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 7.00, 6.50, 6.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 9.00, 8.75, 8.50,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 3.70, 3.60, 3.50,2021-01-26
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 6.00, 5.75, 5.50,2021-01-26
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 5.50, 5.50, 5.50,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 5.50, 5.50, 5.50,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 5.50, 5.25, 5.00,2021-01-26
TELUR AYAM, A, BIJI, .36, .36, .36,2021-01-26
TELUR AYAM, A, BIJI, .39, .39, .39,2021-01-26
TELUR AYAM, B, BIJI, .35, .35, .35,2021-01-26
TELUR AYAM, B, BIJI, .37, .37, .37,2021-01-26
TELUR AYAM, C, BIJI, .32, .32, .32,2021-01-26
TELUR AYAM, C, BIJI, .35, .35, .35,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 12.00, 11.50, 11.00,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 14.00, 14.00, 14.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 6.00, 5.75, 5.50,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
Pusat : KUALA TERENGGANU, TERENGGANU],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 8.00, 7.50, 7.50,2021-01-26
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 9.00, 8.50, 8.50,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 7.50, 7.50,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 11.00, 10.00, 10.00,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 5.00, 4.50, 4.50,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 2.50, 2.00, 2.00,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 20.00, 19.00, 18.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 16.00, 15.00, 15.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 15.00, 14.00, 14.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 13.00, 12.00, 12.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 13.00, 12.00, 12.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 11.00, 10.00, 10.00,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 6.00, 6.00, 5.00,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.30,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 8.00, 7.50, 7.50,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-01-26
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 4.00,2021-01-26
TELUR AYAM, A, BIJI, .39, .38, .38,2021-01-26
TELUR AYAM, B, BIJI, .36, .35, .35,2021-01-26
TELUR AYAM, C, BIJI, .35, .34, .34,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.00, 2.50, 2.50,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 8.00, 8.00, 7.50,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.00, 3.00, 2.50,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 8.00, 7.00, 7.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.50,2021-01-26
Pusat : KOTA KINABALU, SABAH],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 9.60, 9.50, 9.50,2021-01-26
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 10.00, 9.80, 9.80,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 7.00, 7.00, 6.00,2021-01-26
BAWANG BESAR MERAH (IMPORT), F.A.Q, KILOGRAM, 7.00, 6.00, 6.00,2021-01-26
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 23.00, 20.00, 20.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 10.00, 10.00, 9.00,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 5.00, 5.00, 4.00,2021-01-26
BELIMBING (B10), F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 2.50, 2.50, 2.00,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 3.00, 3.00, 2.50,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 17.00, 16.00, 16.00,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 24.00, 23.00, 23.00,2021-01-26
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 23.00, 23.00, 22.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 14.00, 14.00, 13.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 15.00, 14.00, 13.50,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 6.00, 6.00, 5.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 3.50, 3.50, 3.00,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.30,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 6.00, 6.00, 5.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 3.50, 3.00, 3.00,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 3.50, 3.50, 3.00,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 7.50, 7.00, 7.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 8.00, 8.00, 7.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
TELUR AYAM, A, BIJI, .45, .45, .40,2021-01-26
TELUR AYAM, B, BIJI, .43, .43, .41,2021-01-26
TELUR AYAM, C, BIJI, .41, .41, .40,2021-01-26
TEMBIKAI MERAH, F.A.Q, KILOGRAM, 3.50, 3.00, 3.00,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.50, 3.50, 3.20,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 4.50, 4.50, 4.00,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 6.00, 6.00, 5.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.50,2021-01-26
Pusat : KUCHING, SARAWAK],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM HIDUP, F.A.Q, KILOGRAM, 8.00, 7.50, 7.00,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 9.00, 8.75, 8.50,2021-01-26
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 9.50, 9.50, 9.50,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 3.80, 3.80, 3.80,2021-01-26
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.50, 8.50, 8.50,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 16.00, 15.50, 15.00,2021-01-26
BELIMBING (B10), F.A.Q, KILOGRAM, 5.50, 5.25, 5.00,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 4.00, 3.50, 3.00,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 1.00, .95, .90,2021-01-26
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 35.00, 30.50, 26.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 19.00, 19.00, 19.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 35.00, 35.00, 35.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 15.00, 14.50, 14.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 15.00, 14.50, 14.00,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 14.00, 13.00, 12.00,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
KELAPA DIKUPAS, SEDANG, BIJI, 1.50, 1.40, 1.30,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 5.00, 4.50, 4.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 12.00, 11.00, 10.00,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 4.00, 3.75, 3.50,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 3.00, 2.75, 2.50,2021-01-26
SANTAN BIASA, F.A.Q, KILOGRAM, 7.00, 6.50, 6.00,2021-01-26
SANTAN PEKAT, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 19.00, 18.50, 18.00,2021-01-26
TELUR AYAM, A, BIJI, .39, .38, .37,2021-01-26
TELUR AYAM, B, BIJI, .38, .37, .36,2021-01-26
TELUR AYAM, C, BIJI, .36, .35, .34,2021-01-26
TEMBIKAI MERAH, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 14.00, 13.50, 13.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 4.50, 4.00, 3.50,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 10.00, 9.00, 8.00,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.35, 3.20,2021-01-26
Pusat : SIBU, SARAWAK],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM HIDUP, F.A.Q, KILOGRAM, 6.70, 6.70, 6.70,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 8.50, 8.50, 8.50,2021-01-26
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 9.50, 9.50, 9.50,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 12.90, 12.90, 12.90,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 6.50, 6.50, 6.50,2021-01-26
BELIMBING (B10), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
BETIK SEKAKI, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-01-26
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 17.00, 17.00, 17.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 8.50, 8.50, 8.50,2021-01-26
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.50, 6.50, 6.50,2021-01-26
KANGKUNG, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
KELAPA PARUT, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 5.50, 5.50, 5.50,2021-01-26
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
PISANG BERANGAN, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
PISANG MAS, F.A.Q, KILOGRAM, 3.30, 3.30, 3.30,2021-01-26
SAWI HIJAU, F.A.Q, KILOGRAM, 6.50, 6.50, 6.50,2021-01-26
TELUR AYAM, A, BIJI, .39, .39, .39,2021-01-26
TELUR AYAM, B, BIJI, .38, .38, .38,2021-01-26
TELUR AYAM, C, BIJI, .37, .37, .37,2021-01-26
TEMBIKAI MERAH, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-01-26
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.90, 3.90, 3.90,2021-01-26
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 6.90, 6.90, 6.90,2021-01-26
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-01-26
Pusat : MIRI, SARAWAK],,,,,2021-01-26
Nama Varieti, Gred, Unit, Harga],,,2021-01-26
Tinggi, Purata, Rendah],,,,2021-01-26
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 8.50, 8.50, 8.50,2021-01-26
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-01-26
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-01-26
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 20.00, 20.00, 20.00,2021-01-26
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-01-26
BAYAM , F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-01-26
BUNGA KANTAN, F.A.Q, TANGKAI, 3.00, 3.00, 3.00,2021-01-26
CILI HIJAU, F.A.Q, KILOGRAM, 16.00, 16.00, 16.00,2021-01-26
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-01-26
DAUN BAWANG, F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-01-26
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-01-26
KACANG BENDI, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-01-26
KACANG BUNCIS, F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-01-26
